"levels";"0.62500";"0.78125";"0.93750";"1.09375";"1.25000";"1.56250";"1.87500"
"-6.00";3.89870334546406e-20;4.99383833785351e-13;3.41010434757342e-09;6.69185699418285e-07;1.99116609968933e-05;0.00100763571406987;0.00798915624451419
"-5.95";8.37661606709478e-20;8.14722045045817e-13;4.79059203736403e-09;8.59020005893826e-07;2.41070791940573e-05;0.00113879958221609;0.00869773746672026
"-5.90";1.78828834287107e-19;1.32374882071304e-12;6.71081677804317e-09;1.10040440021955e-06;2.91398175575861e-05;0.00128571979022569;0.00946243355877203
"-5.85";3.79338564113265e-19;2.14201661135836e-12;9.374028045064e-09;1.40667500799143e-06;3.51669084596678e-05;0.00145010897612746;0.0102870431089524
"-5.80";7.99534045874441e-19;3.45192389750687e-12;1.30569514364137e-08;1.79443461337655e-06;4.23727530893536e-05;0.00163384267481332;0.0111755638679512
"-5.75";1.67443172045818e-18;5.54013975549551e-12;1.81351855159219e-08;2.28430409026094e-06;5.09734821601184e-05;0.00183897198109213;0.0121321982471848
"-5.70";3.48432325129272e-18;8.85526083521573e-12;2.51169493534338e-08;2.90183430188372e-06;6.12219349705584e-05;0.00206773686976408;0.0131613585356907
"-5.65";7.20426949968946e-18;1.40962348113042e-11;3.46877755664493e-08;3.67860973597358e-06;7.3413330961238e-05;0.00232258016909613;0.0142676717881092
"-5.60";1.48006905185911e-17;2.23473495813806e-11;4.7769498815612e-08;4.65358054271012e-06;8.78917145114024e-05;0.00260616217865626;0.0154559843338896
"-5.55";3.02130465585442e-17;3.52833692571475e-11;6.55978480495102e-08;5.8746658239181e-06;0.000105057260525713;0.00292137591643939;0.0167313658555722
"-5.50";6.12812446652598e-17;5.54798408624013e-11;8.98241618827815e-08;7.40067806454922e-06;0.000125374535307531;0.0032713629735756;0.0180991129818304
"-5.45";1.23504036079937e-16;8.68803363026288e-11;1.22648270446286e-07;9.30362658402608e-06;0.000149381814220035;0.00365952994763802;0.0195647523389249
"-5.40";2.47317722602071e-16;1.35496759792688e-10;1.66991496388115e-07;1.1671466897548e-05;0.000177701564601035;0.00408956541765993;0.0211340430023572
"-5.35";4.92096008332918e-16;2.10454131563003e-10;2.26721109371802e-07;1.46113729957633e-05;0.000211052209204079;0.00456545741542492;0.0228129782888359
