"0.62500";"0.78125";"0.93750";"1.09375";"1.25000";"1.56250";"1.87500"
"0";0;0;0;0;0;0;0
"6";0;0;0;0;0;0;1
"12";0;0;0;0;0;0;1
"18";0;0;0;0;0;0;1
"24";0;0;0;0;0;0;1
"30";0;0;0;0;0;0;1
"36";0;0;0;0;0;0;1
"42";0;0;0;0;0;0;1
"48";0;0;0;0;0;0;1
"54";0;0;0;0;0;0;2
"60";0;0;0;0;0;0;2
"66";0;0;0;0;0;0;2
"72";0;0;0;0;0;0;2
"78";0;0;0;0;0;0;2
"84";0;0;0;0;0;0;2
"90";0;0;0;0;0;0;3
"96";0;0;0;0;0;0;3
"102";0;0;0;0;0;0;3
"108";0;0;0;0;0;0;3
"114";0;0;0;0;0;1;4
"120";0;0;0;0;0;1;4
"126";0;0;0;0;0;1;4
"132";0;0;0;0;0;1;5
"138";0;0;0;0;0;1;5
"144";0;0;0;0;0;1;6
"150";0;0;0;0;0;1;6
"156";0;0;0;0;0;2;6
"162";0;0;0;0;0;2;7
"168";0;0;0;0;0;2;7
"174";0;0;0;0;0;2;8
"180";0;0;0;0;0;3;9
"186";0;0;0;0;0;3;9
"192";0;0;0;0;0;3;10
"198";0;0;0;0;0;3;10
"204";0;0;0;0;0;4;11
"210";0;0;0;0;0;4;12
"216";0;0;0;0;0;5;13
"222";0;0;0;0;0;5;13
"228";0;0;0;0;1;6;14
"234";0;0;0;0;1;6;15
"240";0;0;0;0;1;7;16
"246";0;0;0;0;1;7;17
"252";0;0;0;0;1;8;18
"258";0;0;0;0;2;9;19
"264";0;0;0;0;2;10;20
"270";0;0;0;0;2;10;21
"276";0;0;0;0;3;11;22
"282";0;0;0;1;3;12;24
"288";0;0;0;1;3;13;25
"294";0;0;0;1;4;14;26
"300";0;0;0;1;4;15;28
"306";0;0;0;1;5;16;29
"312";0;0;0;2;5;18;30
"318";0;0;0;2;6;19;32
"324";0;0;0;2;7;20;34
"330";0;0;0;3;8;22;35
"336";0;0;0;3;9;23;37
"342";0;0;1;4;10;25;39
"348";0;0;1;4;11;26;40
"354";0;0;1;5;12;28;42
"360";0;0;1;6;13;30;44
"366";0;0;2;7;14;32;46
"372";0;0;2;8;16;34;48
"378";0;0;3;9;17;36;50
"384";0;0;3;10;19;38;52
"390";0;0;4;11;21;40;54
"396";0;0;5;13;23;43;56
"402";0;1;5;14;25;45;59
"408";0;1;6;16;27;48;61
"414";0;1;7;18;30;50;63
"420";0;2;9;20;32;53;65
"426";0;2;10;22;35;56;68
"432";0;3;12;24;38;59;70
"438";0;4;13;27;41;62;73
"444";0;5;15;30;44;65;75
"450";0;6;18;33;47;68;78
"456";0;7;20;36;51;71;80
"462";1;8;23;39;54;74;83
"468";1;10;26;43;58;78;85
"474";2;12;29;47;62;81;88
"480";2;14;32;51;66;84;90
"486";3;17;36;56;71;88;93
"492";4;20;41;60;75;91;96
"498";6;23;45;65;80;95;98
"504";7;27;50;70;85;99;101
"510";9;31;56;76;90;102;103
"516";11;36;61;82;95;106;106
"522";14;41;68;88;100;110;108
"528";18;47;74;94;106;113;111
"534";22;53;81;100;111;117;113
"540";27;60;89;107;117;121;116
"546";32;68;97;114;122;125;118
"552";39;77;105;121;128;128;121
"558";46;86;113;128;134;132;123
"564";55;96;122;135;140;136;126
"570";65;107;131;143;145;139;128
"576";76;118;141;150;151;143;130
"582";88;130;151;158;157;146;132
"588";102;142;161;165;163;150;135
"594";117;156;171;173;169;153;137
"600";133;169;181;181;174;156;139
"606";151;183;192;188;180;160;141
"612";170;198;202;196;185;163;142
"618";190;213;212;203;190;166;144
"624";212;227;222;210;196;168;146
"630";234;242;232;217;200;171;148
"636";257;257;242;224;205;174;149
"642";280;272;252;230;210;176;151
"648";303;286;261;236;214;178;152
"654";326;300;270;242;218;180;153
"660";349;313;278;247;222;182;154
"666";371;326;285;252;225;184;155
"672";392;337;292;257;228;186;156
"678";411;348;299;261;231;187;157
"684";428;357;304;264;233;188;158
"690";444;365;309;267;235;190;159
"696";457;372;313;270;237;190;159
"702";467;377;316;272;238;191;159
"708";475;381;319;273;239;192;160
"714";479;384;320;274;240;192;160
"720";481;385;320;275;240;192;160
"726";479;384;320;274;240;192;160
"732";475;381;319;273;239;192;160
"738";467;377;316;272;238;191;159
"744";457;372;313;270;237;190;159
"750";444;365;309;267;235;190;159
"756";428;357;304;264;233;188;158
"762";411;348;299;261;231;187;157
"768";392;337;292;257;228;186;156
"774";371;326;285;252;225;184;155
"780";349;313;278;247;222;182;154
"786";326;300;270;242;218;180;153
"792";303;286;261;236;214;178;152
"798";280;272;252;230;210;176;151
"804";257;257;242;224;205;174;149
"810";234;242;232;217;200;171;148
"816";212;227;222;210;196;168;146
"822";190;213;212;203;190;166;144
"828";170;198;202;196;185;163;142
"834";151;183;192;188;180;160;141
"840";133;169;181;181;174;156;139
"846";117;156;171;173;169;153;137
"852";102;142;161;165;163;150;135
"858";88;130;151;158;157;146;132
"864";76;118;141;150;151;143;130
"870";65;107;131;143;145;139;128
"876";55;96;122;135;140;136;126
"882";46;86;113;128;134;132;123
"888";39;77;105;121;128;128;121
"894";32;68;97;114;122;125;118
"900";27;60;89;107;117;121;116
"906";22;53;81;100;111;117;113
"912";18;47;74;94;106;113;111
"918";14;41;68;88;100;110;108
"924";11;36;61;82;95;106;106
"930";9;31;56;76;90;102;103
"936";7;27;50;70;85;99;101
"942";6;23;45;65;80;95;98
"948";4;20;41;60;75;91;96
"954";3;17;36;56;71;88;93
"960";2;14;32;51;66;84;90
"966";2;12;29;47;62;81;88
"972";1;10;26;43;58;78;85
"978";1;8;23;39;54;74;83
"984";0;7;20;36;51;71;80
"990";0;6;18;33;47;68;78
"996";0;5;15;30;44;65;75
"1002";0;4;13;27;41;62;73
"1008";0;3;12;24;38;59;70
"1014";0;2;10;22;35;56;68
"1020";0;2;9;20;32;53;65
"1026";0;1;7;18;30;50;63
"1032";0;1;6;16;27;48;61
"1038";0;1;5;14;25;45;59
"1044";0;0;5;13;23;43;56
"1050";0;0;4;11;21;40;54
"1056";0;0;3;10;19;38;52
"1062";0;0;3;9;17;36;50
"1068";0;0;2;8;16;34;48
"1074";0;0;2;7;14;32;46
"1080";0;0;1;6;13;30;44
"1086";0;0;1;5;12;28;42
"1092";0;0;1;4;11;26;40
"1098";0;0;1;4;10;25;39
"1104";0;0;0;3;9;23;37
"1110";0;0;0;3;8;22;35
"1116";0;0;0;2;7;20;34
"1122";0;0;0;2;6;19;32
"1128";0;0;0;2;5;18;30
"1134";0;0;0;1;5;16;29
"1140";0;0;0;1;4;15;28
"1146";0;0;0;1;4;14;26
"1152";0;0;0;1;3;13;25
"1158";0;0;0;1;3;12;24
"1164";0;0;0;0;3;11;22
"1170";0;0;0;0;2;10;21
"1176";0;0;0;0;2;10;20
"1182";0;0;0;0;2;9;19
"1188";0;0;0;0;1;8;18
"1194";0;0;0;0;1;7;17
"1200";0;0;0;0;1;7;16
"1206";0;0;0;0;1;6;15
"1212";0;0;0;0;1;6;14
"1218";0;0;0;0;0;5;13
"1224";0;0;0;0;0;5;13
"1230";0;0;0;0;0;4;12
"1236";0;0;0;0;0;4;11
"1242";0;0;0;0;0;3;10
"1248";0;0;0;0;0;3;10
"1254";0;0;0;0;0;3;9
"1260";0;0;0;0;0;3;9
"1266";0;0;0;0;0;2;8
"1272";0;0;0;0;0;2;7
"1278";0;0;0;0;0;2;7
"1284";0;0;0;0;0;2;6
"1290";0;0;0;0;0;1;6
"1296";0;0;0;0;0;1;6
"1302";0;0;0;0;0;1;5
"1308";0;0;0;0;0;1;5
"1314";0;0;0;0;0;1;4
"1320";0;0;0;0;0;1;4
"1326";0;0;0;0;0;1;4
"1332";0;0;0;0;0;0;3
"1338";0;0;0;0;0;0;3
"1344";0;0;0;0;0;0;3
"1350";0;0;0;0;0;0;3
"1356";0;0;0;0;0;0;2
"1362";0;0;0;0;0;0;2
"1368";0;0;0;0;0;0;2
"1374";0;0;0;0;0;0;2
"1380";0;0;0;0;0;0;2
"1386";0;0;0;0;0;0;2
"1392";0;0;0;0;0;0;1
